ID,Job_Title,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Lower_Salary,Upper_Salary,Avg_SalaryK,job_title_sim,seniority_by_title,Degree,Skills,Average Salary ,Age
38,Data Scientist,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),82,132,107,data scientist,Not Specified,Master's,Python,107,57
38,Data Scientist,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),82,132,107,data scientist,Not Specified,Master's,Spark,107,57
38,Data Scientist,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),82,132,107,data scientist,Not Specified,Master's,AWS,107,57
38,Data Scientist,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),82,132,107,data scientist,Not Specified,Master's,Hadoop,107,57
38,Data Scientist,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),82,132,107,data scientist,Not Specified,Master's,Tableau,107,57
38,Data Scientist,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),82,132,107,data scientist,Not Specified,Master's,MongoDB,107,57
39,Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),83,137,110,data scientist,Not Specified,PhD,Python,110,16
39,Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),83,137,110,data scientist,Not Specified,PhD,Spark,110,16
39,Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),83,137,110,data scientist,Not Specified,PhD,Excel,110,16
39,Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),83,137,110,data scientist,Not Specified,PhD,SQL,110,16
39,Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),83,137,110,data scientist,Not Specified,PhD,PyTorch,110,16
39,Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),83,137,110,data scientist,Not Specified,PhD,Scikit,110,16
39,Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),83,137,110,data scientist,Not Specified,PhD,TensorFlow,110,16
39,Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 - 500,2010,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),83,137,110,data scientist,Not Specified,PhD,Hadoop,110,16
40,Senior Data Scientist,3.5,Sartorius,"Fremont, CA","Gottingen, Germany",5001 - 10000,1870,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),115,180,147.5,data scientist,sr,Master's,Python,147.5,156
40,Senior Data Scientist,3.5,Sartorius,"Fremont, CA","Gottingen, Germany",5001 - 10000,1870,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),115,180,147.5,data scientist,sr,Master's,Excel,147.5,156
41,Data Engineer,3.5,Lancer Insurance,"Long Beach, NY","Long Beach, NY",201 - 500,1985,Private,Insurance Carriers,Insurance,$100 to $500 million (USD),74,138,106,data engineer,Not Specified,Master's,Python,106,41
41,Data Engineer,3.5,Lancer Insurance,"Long Beach, NY","Long Beach, NY",201 - 500,1985,Private,Insurance Carriers,Insurance,$100 to $500 million (USD),74,138,106,data engineer,Not Specified,Master's,Excel,106,41
41,Data Engineer,3.5,Lancer Insurance,"Long Beach, NY","Long Beach, NY",201 - 500,1985,Private,Insurance Carriers,Insurance,$100 to $500 million (USD),74,138,106,data engineer,Not Specified,Master's,SQL,106,41
42,Data Analyst,4.2,Sauce Labs,"San Francisco, CA","San Francisco, CA",201 - 500,2008,Private,IT Services,Information Technology,$50 to $100 million (USD),64,112,88,analyst,Not Specified,Not specified,Python,88,18
42,Data Analyst,4.2,Sauce Labs,"San Francisco, CA","San Francisco, CA",201 - 500,2008,Private,IT Services,Information Technology,$50 to $100 million (USD),64,112,88,analyst,Not Specified,Not specified,AWS,88,18
42,Data Analyst,4.2,Sauce Labs,"San Francisco, CA","San Francisco, CA",201 - 500,2008,Private,IT Services,Information Technology,$50 to $100 million (USD),64,112,88,analyst,Not Specified,Not specified,Excel,88,18
42,Data Analyst,4.2,Sauce Labs,"San Francisco, CA","San Francisco, CA",201 - 500,2008,Private,IT Services,Information Technology,$50 to $100 million (USD),64,112,88,analyst,Not Specified,Not specified,SQL,88,18
42,Data Analyst,4.2,Sauce Labs,"San Francisco, CA","San Francisco, CA",201 - 500,2008,Private,IT Services,Information Technology,$50 to $100 million (USD),64,112,88,analyst,Not Specified,Not specified,Tableau,88,18
42,Data Analyst,4.2,Sauce Labs,"San Francisco, CA","San Francisco, CA",201 - 500,2008,Private,IT Services,Information Technology,$50 to $100 million (USD),64,112,88,analyst,Not Specified,Not specified,MongoDB,88,18
44,Data Engineer,3.6,Persivia,"Marlborough, MA","Lowell, MA",1-50,,Private,Missing,Missing,Less than $1 million (USD),68,129,98.5,data engineer,Not Specified,Not specified,Excel,98.5,
44,Data Engineer,3.6,Persivia,"Marlborough, MA","Lowell, MA",1-50,,Private,Missing,Missing,Less than $1 million (USD),68,129,98.5,data engineer,Not Specified,Not specified,SQL,98.5,
46,Scientist,3.4,Edgewell Personal Care,"Allendale, NJ","Shelton, CT",5001 - 10000,2015,Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),52,113,82.5,other scientist,Not Specified,Master's,AWS,82.5,11
47,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Python,130,33
47,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Spark,130,33
47,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Excel,130,33
47,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,SQL,130,33
47,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Scikit,130,33
47,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Hadoop,130,33
47,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Tableau,130,33
47,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Power BI,130,33
49,Data Scientist,5,BPA Services,"Washington, DC","Alexandria, VA",Unknown,,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,150,160,155,data scientist,Not Specified,Not specified,AWS,155,
49,Data Scientist,5,BPA Services,"Washington, DC","Alexandria, VA",Unknown,,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,150,160,155,data scientist,Not Specified,Not specified,Excel,155,
50,Lead Data Scientist,3.7,Visa Inc.,"Bellevue, WA","Foster City, CA",10000+,1958,Public,IT Services,Information Technology,$10+ billion (USD),158,211,184.5,data scientist,sr,Not specified,Python,184.5,68
50,Lead Data Scientist,3.7,Visa Inc.,"Bellevue, WA","Foster City, CA",10000+,1958,Public,IT Services,Information Technology,$10+ billion (USD),158,211,184.5,data scientist,sr,Not specified,Excel,184.5,68
50,Lead Data Scientist,3.7,Visa Inc.,"Bellevue, WA","Foster City, CA",10000+,1958,Public,IT Services,Information Technology,$10+ billion (USD),158,211,184.5,data scientist,sr,Not specified,SQL,184.5,68
50,Lead Data Scientist,3.7,Visa Inc.,"Bellevue, WA","Foster City, CA",10000+,1958,Public,IT Services,Information Technology,$10+ billion (USD),158,211,184.5,data scientist,sr,Not specified,SAS,184.5,68
50,Lead Data Scientist,3.7,Visa Inc.,"Bellevue, WA","Foster City, CA",10000+,1958,Public,IT Services,Information Technology,$10+ billion (USD),158,211,184.5,data scientist,sr,Not specified,Tableau,184.5,68
51,Associate Data Analyst,3.1,Intrado,"Longmont, CO","Omaha, NE",5001 - 10000,1986,Private,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),20,39,29.5,analyst,Not Specified,Master's,Excel,29.5,40
53,College Hire - Data Scientist - Open to December 2019 Graduates,3.7,Caterpillar,"Peoria, IL","Deerfield, IL",10000+,1925,Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),63,99,81,data scientist,Not Specified,Not specified,Tableau,81,101
55,Data Scientist,3.8,Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",501 - 1000,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,68,114,91,data scientist,Not Specified,Not specified,Python,91,42
55,Data Scientist,3.8,Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",501 - 1000,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,68,114,91,data scientist,Not Specified,Not specified,Excel,91,42
55,Data Scientist,3.8,Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",501 - 1000,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,68,114,91,data scientist,Not Specified,Not specified,SQL,91,42
55,Data Scientist,3.8,Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",501 - 1000,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,68,114,91,data scientist,Not Specified,Not specified,Hadoop,91,42
55,Data Scientist,3.8,Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",501 - 1000,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,68,114,91,data scientist,Not Specified,Not specified,Tableau,91,42
56,"Data Scientist, Office of Data Science",3.3,Liberty Mutual Insurance,"Boston, MA","Boston, MA",10000+,1912,Private,Insurance Carriers,Insurance,$10+ billion (USD),86,143,114.5,data scientist,Not Specified,Not specified,Python,114.5,114
57,Data Science Analyst,4.6,"Torch Technologies, Inc.","Huntsville, AL","Huntsville, AL",1001 - 5000,2002,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),41,95,68,data scientist,Not Specified,Not specified,Python,68,24
57,Data Science Analyst,4.6,"Torch Technologies, Inc.","Huntsville, AL","Huntsville, AL",1001 - 5000,2002,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),41,95,68,data scientist,Not Specified,Not specified,Excel,68,24
57,Data Science Analyst,4.6,"Torch Technologies, Inc.","Huntsville, AL","Huntsville, AL",1001 - 5000,2002,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),41,95,68,data scientist,Not Specified,Not specified,Tableau,68,24
58,Data Scientist,3.7,Swiss Re,"Armonk, NY","Zurich, Switzerland",10000+,1863,Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),86,144,115,data scientist,Not Specified,Master's,Python,115,163
58,Data Scientist,3.7,Swiss Re,"Armonk, NY","Zurich, Switzerland",10000+,1863,Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),86,144,115,data scientist,Not Specified,Master's,Excel,115,163
58,Data Scientist,3.7,Swiss Re,"Armonk, NY","Zurich, Switzerland",10000+,1863,Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),86,144,115,data scientist,Not Specified,Master's,SQL,115,163
59,Data Scientist,3.7,Northrop Grumman,"San Diego, CA","Falls Church, VA",10000+,1939,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),80,139,109.5,data scientist,Not Specified,Not specified,Excel,109.5,87
59,Data Scientist,3.7,Northrop Grumman,"San Diego, CA","Falls Church, VA",10000+,1939,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),80,139,109.5,data scientist,Not Specified,Not specified,SQL,109.5,87
59,Data Scientist,3.7,Northrop Grumman,"San Diego, CA","Falls Church, VA",10000+,1939,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),80,139,109.5,data scientist,Not Specified,Not specified,Tableau,109.5,87
60,Data Scientist,3.5,Sartorius,"Albuquerque, NM","Gottingen, Germany",5001 - 10000,1870,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),56,95,75.5,data scientist,Not Specified,Master's,Python,75.5,156
60,Data Scientist,3.5,Sartorius,"Albuquerque, NM","Gottingen, Germany",5001 - 10000,1870,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),56,95,75.5,data scientist,Not Specified,Master's,Excel,75.5,156
61,Data Scientist,4.1,Netskope,"San Francisco, CA","Santa Clara, CA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,120,189,154.5,data scientist,Not Specified,PhD,Python,154.5,14
61,Data Scientist,4.1,Netskope,"San Francisco, CA","Santa Clara, CA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,120,189,154.5,data scientist,Not Specified,PhD,Spark,154.5,14
61,Data Scientist,4.1,Netskope,"San Francisco, CA","Santa Clara, CA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,120,189,154.5,data scientist,Not Specified,PhD,Excel,154.5,14
61,Data Scientist,4.1,Netskope,"San Francisco, CA","Santa Clara, CA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,120,189,154.5,data scientist,Not Specified,PhD,TensorFlow,154.5,14
61,Data Scientist,4.1,Netskope,"San Francisco, CA","Santa Clara, CA",501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,120,189,154.5,data scientist,Not Specified,PhD,Flink,154.5,14
62,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,Python,143.5,10
62,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,Spark,143.5,10
62,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,SQL,143.5,10
62,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,Keras,143.5,10
62,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,Scikit,143.5,10
62,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,TensorFlow,143.5,10
63,Data Scientist,4.1,ClearOne Advantage,"Baltimore, MD","Baltimore, MD",501 - 1000,2008,Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,54,93,73.5,data scientist,Not Specified,Not specified,Excel,73.5,18
64,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,Python,95,26
64,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,AWS,95,26
64,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,Excel,95,26
64,Data Scientist,3.4,CyrusOne,"Dallas, TX","Dallas, TX",201 - 500,2000,Public,Real Estate,Real Estate,$1 to $2 billion (USD),71,119,95,data scientist,Not Specified,Not specified,SQL,95,26
