ID,Job_Title,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Lower_Salary,Upper_Salary,Avg_SalaryK,job_title_sim,seniority_by_title,Degree,Skills,Average Salary ,Age
497,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 - 5000,2002,Private,Lending,Finance,Unknown / Non-Applicable,40,101,70.5,na,Not Specified,Not specified,Spark,70.5,24
497,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 - 5000,2002,Private,Lending,Finance,Unknown / Non-Applicable,40,101,70.5,na,Not Specified,Not specified,Excel,70.5,24
497,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 - 5000,2002,Private,Lending,Finance,Unknown / Non-Applicable,40,101,70.5,na,Not Specified,Not specified,SQL,70.5,24
497,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 - 5000,2002,Private,Lending,Finance,Unknown / Non-Applicable,40,101,70.5,na,Not Specified,Not specified,Hadoop,70.5,24
497,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 - 5000,2002,Private,Lending,Finance,Unknown / Non-Applicable,40,101,70.5,na,Not Specified,Not specified,Tableau,70.5,24
497,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 - 5000,2002,Private,Lending,Finance,Unknown / Non-Applicable,40,101,70.5,na,Not Specified,Not specified,MongoDB,70.5,24
498,Senior Data Engineer,4.7,Praetorian,"Austin, TX","Austin, TX",51 - 200,2010,Private,Security Services,Business Services,$10 to $25 million (USD),97,180,138.5,data engineer,sr,Not specified,Python,138.5,16
498,Senior Data Engineer,4.7,Praetorian,"Austin, TX","Austin, TX",51 - 200,2010,Private,Security Services,Business Services,$10 to $25 million (USD),97,180,138.5,data engineer,sr,Not specified,Spark,138.5,16
498,Senior Data Engineer,4.7,Praetorian,"Austin, TX","Austin, TX",51 - 200,2010,Private,Security Services,Business Services,$10 to $25 million (USD),97,180,138.5,data engineer,sr,Not specified,SQL,138.5,16
498,Senior Data Engineer,4.7,Praetorian,"Austin, TX","Austin, TX",51 - 200,2010,Private,Security Services,Business Services,$10 to $25 million (USD),97,180,138.5,data engineer,sr,Not specified,TensorFlow,138.5,16
499,Managing Data Scientist/ML Engineer,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1001 - 5000,1943,Private,Consulting,Business Services,$100 to $500 million (USD),81,134,107.5,data scientist,Not Specified,Not specified,Spark,107.5,83
499,Managing Data Scientist/ML Engineer,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1001 - 5000,1943,Private,Consulting,Business Services,$100 to $500 million (USD),81,134,107.5,data scientist,Not Specified,Not specified,Excel,107.5,83
499,Managing Data Scientist/ML Engineer,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1001 - 5000,1943,Private,Consulting,Business Services,$100 to $500 million (USD),81,134,107.5,data scientist,Not Specified,Not specified,SQL,107.5,83
499,Managing Data Scientist/ML Engineer,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1001 - 5000,1943,Private,Consulting,Business Services,$100 to $500 million (USD),81,134,107.5,data scientist,Not Specified,Not specified,Hadoop,107.5,83
499,Managing Data Scientist/ML Engineer,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1001 - 5000,1943,Private,Consulting,Business Services,$100 to $500 million (USD),81,134,107.5,data scientist,Not Specified,Not specified,Tableau,107.5,83
499,Managing Data Scientist/ML Engineer,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1001 - 5000,1943,Private,Consulting,Business Services,$100 to $500 million (USD),81,134,107.5,data scientist,Not Specified,Not specified,MongoDB,107.5,83
500,"Scientist, Pharmacometrics",3.8,Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 - 1000,2008,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),84,157,120.5,other scientist,Not Specified,Master's,SAS,120.5,18
503,Sr. Data Engineer,3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 - 5000,2005,Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),75,140,107.5,data engineer,sr,Not specified,SQL,107.5,21
506,Lead Big Data Engineer,4,Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Private,Internet,Information Technology,Unknown / Non-Applicable,121,203,162,data engineer,sr,Not specified,Python,162,19
506,Lead Big Data Engineer,4,Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Private,Internet,Information Technology,Unknown / Non-Applicable,121,203,162,data engineer,sr,Not specified,Spark,162,19
506,Lead Big Data Engineer,4,Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Private,Internet,Information Technology,Unknown / Non-Applicable,121,203,162,data engineer,sr,Not specified,AWS,162,19
506,Lead Big Data Engineer,4,Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Private,Internet,Information Technology,Unknown / Non-Applicable,121,203,162,data engineer,sr,Not specified,Excel,162,19
506,Lead Big Data Engineer,4,Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Private,Internet,Information Technology,Unknown / Non-Applicable,121,203,162,data engineer,sr,Not specified,Hadoop,162,19
507,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,Python,68.5,57
507,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,Spark,68.5,57
507,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,Excel,68.5,57
507,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,PyTorch,68.5,57
507,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,Scikit,68.5,57
507,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),52,85,68.5,data scientist,Not Specified,Master's,TensorFlow,68.5,57
508,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH","New York, NY",10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,data scientist,sr,Not specified,Excel,110.5,48
508,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH","New York, NY",10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,data scientist,sr,Not specified,SQL,110.5,48
508,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH","New York, NY",10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,data scientist,sr,Not specified,PyTorch,110.5,48
508,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH","New York, NY",10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),81,140,110.5,data scientist,sr,Not specified,TensorFlow,110.5,48
509,College Hire - Data Scientist - Open to December 2019 Graduates,3.7,Caterpillar,"Peoria, IL","Deerfield, IL",10000+,1925,Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),63,99,81,data scientist,Not Specified,Not specified,Tableau,81,101
510,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Python,130,33
510,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Spark,130,33
510,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Excel,130,33
510,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,SQL,130,33
510,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Scikit,130,33
510,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Hadoop,130,33
510,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Tableau,130,33
510,Senior Data Scientist,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),110,150,130,data scientist,sr,Master's,Power BI,130,33
511,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500,,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,data engineer,sr,Not specified,Python,115.5,
511,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500,,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,data engineer,sr,Not specified,Excel,115.5,
511,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500,,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,data engineer,sr,Not specified,SQL,115.5,
511,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500,,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),83,148,115.5,data engineer,sr,Not specified,Tableau,115.5,
513,Senior Data Scientist Artificial Intelligence,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),60,101,80.5,data scientist,sr,Master's,PyTorch,80.5,61
513,Senior Data Scientist Artificial Intelligence,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),60,101,80.5,data scientist,sr,Master's,TensorFlow,80.5,61
517,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Private,Lending,Finance,$100 to $500 million (USD),31,55,43,analyst,Not Specified,Not specified,Excel,43,34
517,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Private,Lending,Finance,$100 to $500 million (USD),31,55,43,analyst,Not Specified,Not specified,SQL,43,34
517,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Private,Lending,Finance,$100 to $500 million (USD),31,55,43,analyst,Not Specified,Not specified,Tableau,43,34
518,"Associate Director/Director, Safety Scientist",4.4,Acceleron Pharma,"Cambridge, MA","Cambridge, MA",201 - 500,2003,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,102,178,140,director,Not Specified,PhD,Excel,140,23
520,Data Analyst Senior,3,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,analyst,sr,Master's,Excel,66.5,43
520,Data Analyst Senior,3,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,analyst,sr,Master's,SQL,66.5,43
520,Data Analyst Senior,3,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,analyst,sr,Master's,SAS,66.5,43
520,Data Analyst Senior,3,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),48,85,66.5,analyst,sr,Master's,Tableau,66.5,43
521,Lead Data Engineer (Python),4.7,Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 - 200,2006,Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),66,123,94.5,data engineer,sr,Not specified,Python,94.5,20
521,Lead Data Engineer (Python),4.7,Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 - 200,2006,Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),66,123,94.5,data engineer,sr,Not specified,AWS,94.5,20
522,Senior Data Scientist 4 Artificial Intelligence,3.8,PNNL,"Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),92,146,119,data scientist,sr,Master's,PyTorch,119,61
522,Senior Data Scientist 4 Artificial Intelligence,3.8,PNNL,"Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),92,146,119,data scientist,sr,Master's,TensorFlow,119,61
524,"Senior Operations Data Analyst, Call Center Operations",2.7,FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),20,35,27.5,analyst,sr,Not specified,Excel,27.5,26
524,"Senior Operations Data Analyst, Call Center Operations",2.7,FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),20,35,27.5,analyst,sr,Not specified,Tableau,27.5,26
525,"Director II, Data Science - GRS Predictive Analytics",3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+,1912,Private,Insurance Carriers,Insurance,$10+ billion (USD),150,239,194.5,data scientist,Not Specified,PhD,Python,194.5,114
525,"Director II, Data Science - GRS Predictive Analytics",3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+,1912,Private,Insurance Carriers,Insurance,$10+ billion (USD),150,239,194.5,data scientist,Not Specified,PhD,SAS,194.5,114
526,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,other scientist,sr,Not specified,Python,71.5,79
526,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,other scientist,sr,Not specified,AWS,71.5,79
526,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,other scientist,sr,Not specified,Excel,71.5,79
526,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),52,91,71.5,other scientist,sr,Not specified,SQL,71.5,79
527,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,Python,105.5,
527,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,AWS,105.5,
527,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,Keras,105.5,
527,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,PyTorch,105.5,
527,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,Scikit,105.5,
527,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,82,129,105.5,data scientist,Not Specified,Not specified,TensorFlow,105.5,
529,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),47,101,74,other scientist,sr,Master's,Excel,74,151
531,Systems Engineer II - Data Analyst,3.7,Raytheon,"Huntsville, AL","Waltham, MA",10000+,1922,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),49,76,62.5,analyst,Not Specified,Not specified,Excel,62.5,104
534,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,Python,161.5,37
534,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,AWS,161.5,37
534,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,Excel,161.5,37
534,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,SQL,161.5,37
534,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,Tableau,161.5,37
534,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,data scientist,Not Specified,Not specified,Power BI,161.5,37
535,Sr Data Analyst - IT,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),52,93,72.5,analyst,sr,Not specified,Excel,72.5,23
535,Sr Data Analyst - IT,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),52,93,72.5,analyst,sr,Not specified,SQL,72.5,23
535,Sr Data Analyst - IT,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),52,93,72.5,analyst,sr,Not specified,Tableau,72.5,23
536,Senior Data Engineer,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 - 200,2008,Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),97,181,139,data engineer,sr,Not specified,Python,139,18
536,Senior Data Engineer,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 - 200,2008,Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),97,181,139,data engineer,sr,Not specified,AWS,139,18
536,Senior Data Engineer,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 - 200,2008,Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),97,181,139,data engineer,sr,Not specified,Excel,139,18
538,Senior Data Engineer,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 - 500,2007,Private,Internet,Information Technology,$10 to $25 million (USD),100,173,136.5,data engineer,sr,Not specified,SQL,136.5,19
539,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,Fareportal,"New York, NY","New York, NY",1001 - 5000,2002,Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),53,96,74.5,data scientist,Not Specified,Not specified,Python,74.5,24
539,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,Fareportal,"New York, NY","New York, NY",1001 - 5000,2002,Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),53,96,74.5,data scientist,Not Specified,Not specified,Spark,74.5,24
540,Senior Scientist - Biostatistician,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),65,96,80.5,other scientist,sr,Master's,Excel,80.5,151
541,Data Scientist,3.5,Sartorius,"Albuquerque, NM","Gottingen, Germany",5001 - 10000,1870,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),56,95,75.5,data scientist,Not Specified,Master's,Python,75.5,156
541,Data Scientist,3.5,Sartorius,"Albuquerque, NM","Gottingen, Germany",5001 - 10000,1870,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),56,95,75.5,data scientist,Not Specified,Master's,Excel,75.5,156
542,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,Python,143.5,10
542,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,Spark,143.5,10
542,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,SQL,143.5,10
542,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,Keras,143.5,10
542,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,Scikit,143.5,10
542,Data Scientist,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200,2016,Private,IT Services,Information Technology,Unknown / Non-Applicable,111,176,143.5,data scientist,Not Specified,Not specified,TensorFlow,143.5,10
543,Data Scientist,5,Royce Geospatial,"Springfield, VA","Arlington, VA",51 - 200,2014,Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),75,127,101,data scientist,Not Specified,Not specified,Python,101,12
543,Data Scientist,5,Royce Geospatial,"Springfield, VA","Arlington, VA",51 - 200,2014,Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),75,127,101,data scientist,Not Specified,Not specified,SQL,101,12
543,Data Scientist,5,Royce Geospatial,"Springfield, VA","Arlington, VA",51 - 200,2014,Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),75,127,101,data scientist,Not Specified,Not specified,SAS,101,12
544,Data Engineer,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),65,119,92,data engineer,Not Specified,Not specified,Python,92,175
544,Data Engineer,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),65,119,92,data engineer,Not Specified,Not specified,Spark,92,175
544,Data Engineer,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),65,119,92,data engineer,Not Specified,Not specified,Excel,92,175
545,Computational Chemist/Data Scientist,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),56,97,76.5,data scientist,Not Specified,PhD,Python,76.5,61
546,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),108,173,140.5,data scientist,sr,Not specified,Python,140.5,13
546,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),108,173,140.5,data scientist,sr,Not specified,AWS,140.5,13
546,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),108,173,140.5,data scientist,sr,Not specified,Keras,140.5,13
546,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),108,173,140.5,data scientist,sr,Not specified,PyTorch,140.5,13
546,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),108,173,140.5,data scientist,sr,Not specified,Scikit,140.5,13
546,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200,2013,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),108,173,140.5,data scientist,sr,Not specified,TensorFlow,140.5,13
547,Data Scientist,3.6,Citi,"Jersey City, NJ","New York, NY",10000+,1812,Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),94,139,116.5,data scientist,Not Specified,Not specified,Excel,116.5,214
